,0,1,2,3,4,5,6,7,8,9,10,11
284,3007,Chhota Bheem And The Curse of Damyaan,2012,all,5.8,,1,0,1,0,Rajiv Chilaka,88.0
285,3008,Sam Kinison: Family Entertainment Hour,1991,,6.7,,1,0,1,0,Walter C. Miller,50.0
286,3010,The Pact,2013,,6.1,,1,0,1,0,Kay Cannon,102.0
287,3021,Sarvopari Palakkaran,2017,,5.0,,1,0,1,0,Venugopan,136.0
288,3024,Oh My Ghosts,2009,,5.4,,1,0,1,0,Poj Arnon,94.0
289,3026,On the Wrong Track,1983,,5.9,,1,0,1,0,Clarence Yiu-leung Fok,88.0
290,3038,Flying Guillotine II,1978,,6.3,,1,0,1,0,Meng Hua Ho,105.0
291,3047,X: Past Is Present,2015,13+,5.4,,1,0,1,0,"Hemant Gaba,Pratim D. Gupta,Sudhish Kamath,Nalan Kumarasamy,Anu Menon,Sandeep Mohan,Qaushiq Mukherjee,Rajshree Ojha,Raja Sen,Abhinav Shiv Tiwari,Suparn Verma",105.0
292,3052,Tim Allen: Rewires America,1991,7+,5.7,,1,0,1,0,Ellen Brown,30.0
293,3054,Aisa Yeh Jahaan,2015,,6.9,,1,0,1,0,Biswajeet Bora,120.0
294,3070,Calendar Girls,2015,,4.2,,1,0,1,0,Nigel Cole,108.0
295,3078,Casino Tycoon,1992,,6.0,,1,0,1,0,Jing Wong,133.0
296,3104,"Pop, Lock 'n Roll",2017,,5.8,,1,0,1,0,Ziggy Hofmeyr,87.0
297,3117,Casino Tycoon II,1992,,5.6,,1,0,1,0,Jing Wong,114.0
298,3143,The Young Vagabond,1985,,5.6,,1,0,1,0,Sze Yu Lau,85.0
