,0,1,2,3,4,5,6,7,8,9,10,11
136,3671,Demolition Man,1993,18+,6.7,59%,0,1,0,0,Marco Brambilla,115.0
137,3672,Spirit: Stallion of the Cimarron,2002,all,7.1,70%,0,1,0,0,"Kelly Asbury,Lorna Cook",83.0
138,3673,"The Good, The Bad, The Weird",2008,18+,7.3,82%,0,1,0,0,Jee-woon Kim,139.0
139,3674,"Waiting for ""Superman""",2010,7+,7.5,90%,0,1,1,0,Davis Guggenheim,111.0
140,3675,The Skeleton Twins,2014,18+,6.8,87%,0,1,1,0,Craig Johnson,93.0
141,3676,I Can Only Imagine,2018,7+,7.3,61%,0,1,1,0,"Andrew Erwin,Jon Erwin",110.0
142,3677,Woman at War,2018,,7.4,97%,0,1,0,0,Benedikt Erlingsson,101.0
143,3678,Johnny Guitar,1954,,7.7,93%,0,1,1,0,Nicholas Ray,110.0
144,3679,Jane,2017,7+,7.8,98%,0,1,0,1,Julian Jarrold,120.0
145,3680,Monster House,2006,7+,6.6,75%,0,1,0,0,Gil Kenan,91.0
146,3681,Hail Satan?,2019,18+,7.3,96%,0,1,0,0,Penny Lane,95.0
147,3682,Ingrid Goes West,2017,18+,6.6,86%,0,1,0,0,Matt Spicer,98.0
148,3683,Dogman,2018,,7.2,83%,0,1,0,0,Matteo Garrone,103.0
149,3684,Anthropoid,2016,18+,7.2,66%,0,1,0,0,Sean Ellis,120.0
150,3685,Missing Link,2019,7+,6.7,89%,0,1,0,0,Chris Butler,93.0
151,3686,Star Trek III: The Search for Spock,1984,7+,6.7,80%,0,1,1,0,Leonard Nimoy,105.0
152,3687,Cashback,2006,18+,7.2,46%,0,1,0,0,Sean Ellis,102.0
153,3688,"Juliet, Naked",2018,18+,6.6,83%,0,1,1,0,Jesse Peretz,97.0
154,3689,The Absent One,2014,,7.1,92%,0,1,0,0,Mikkel Nørgaard,119.0
155,3690,Big Time Adolescence,2020,18+,7.0,84%,0,1,0,0,Jason Orley,91.0
156,3691,Get Smart,2008,13+,6.5,50%,0,1,0,0,Peter Segal,110.0
157,3692,"Life, Animated",2016,7+,7.5,94%,0,1,0,0,Roger Ross Williams,92.0
158,3693,Sands of Iwo Jima,1949,,7.1,100%,0,1,0,0,Allan Dwan,100.0
159,3694,Killer Joe,2011,18+,6.7,79%,0,1,0,0,William Friedkin,102.0
160,3695,Sword Art Online: The Movie - Ordinal Scale,2017,13+,7.4,100%,0,1,0,0,Tomohiko Itô,119.0
161,3696,The Wave,2015,18+,6.7,83%,0,1,0,0,Gille Klabin,90.0
162,3697,Colossal,2016,18+,6.2,81%,0,1,0,0,Nacho Vigalondo,109.0
163,3698,Luce,2019,18+,6.7,91%,0,1,0,0,Julius Onah,109.0
164,3699,Oculus,2014,18+,6.5,75%,0,1,0,0,Mike Flanagan,104.0
165,3700,Standing in the Shadows of Motown,2002,7+,7.8,91%,0,1,1,0,Paul Justman,108.0
166,3701,Borg vs McEnroe,2017,18+,6.9,84%,0,1,0,0,Janus Metz,107.0
167,3702,Denial,2016,13+,6.7,82%,0,1,0,0,Mick Jackson,109.0
168,3703,Best of Enemies,2015,18+,7.6,93%,0,1,0,0,"Robert Gordon,Morgan Neville",87.0
169,3704,Prospect,2018,13+,6.2,89%,0,1,0,0,"Christopher Caldwell,Zeek Earl",100.0
170,3705,Arbitrage,2012,18+,6.6,88%,0,1,1,0,Nicholas Jarecki,107.0
171,3706,Plus One,2019,,6.6,89%,0,1,0,0,"Jeff Chan,Andrew Rhymer",98.0
172,3707,Active Measures,2018,13+,7.9,80%,0,1,0,0,Jack Bryan,109.0
173,3708,Amazing Grace,2018,all,7.5,99%,0,1,0,0,Michael Apted,118.0
174,3709,The Art of Self-Defense,2019,18+,6.7,84%,0,1,0,0,Riley Stearns,104.0
175,3710,The Clovehitch Killer,2018,13+,6.5,78%,0,1,0,0,Duncan Skiles,109.0
176,3711,Rare Exports: A Christmas Tale,2010,18+,6.7,89%,0,1,1,0,Jalmari Helander,84.0
177,3712,Venus in Fur,2013,,7.2,89%,0,1,0,0,Roman Polanski,96.0
178,3713,Jackass 3D,2010,18+,7.0,65%,0,1,1,0,Jeff Tremaine,95.0
179,3714,I Kill Giants,2018,13+,6.2,77%,0,1,0,0,Anders Walter,106.0
180,3715,The Queen of Versailles,2012,7+,7.1,95%,0,1,0,0,Lauren Greenfield,100.0
181,3716,2 Days in Paris,2007,18+,6.8,87%,0,1,1,0,Julie Delpy,96.0
182,3717,The Wrecking Crew,2008,7+,7.6,94%,0,1,0,0,Phil Karlson,105.0
183,3718,The Villainess,2017,,6.7,84%,0,1,0,0,Byung-gil Jung,124.0
184,3719,Europa Report,2013,13+,6.4,81%,0,1,0,0,Sebastián Cordero,90.0
185,3720,The Cooler,2003,18+,6.9,77%,0,1,1,0,Wayne Kramer,101.0
186,3721,In the Fade,2017,18+,7.1,77%,0,1,0,0,Fatih Akin,106.0
187,3722,The Road to El Dorado,2000,7+,6.9,48%,0,1,0,0,"Bibo Bergeron,Don Paul,Jeffrey Katzenberg",89.0
188,3723,Christine,2016,18+,6.9,88%,0,1,0,0,John Carpenter,110.0
189,3724,Hearts Beat Loud,2018,13+,6.9,91%,0,1,0,0,Brett Haley,97.0
190,3725,Whitney,2018,18+,7.3,88%,0,1,0,0,,30.0
191,3726,Angel of Mine,2019,18+,6.5,71%,0,1,0,0,Kim Farrant,98.0
